"Value","Class","Type"
0.43349667,"NDWI-Water","Non-rice"
0.269363608,"NDWI-Water","Non-rice"
0.242074683,"NDWI-Water","Non-rice"
0.307084414,"NDWI-Water","Non-rice"
0.355550591,"NDWI-Water","Non-rice"
0.4280967,"NDWI-Water","Non-rice"
0.436467842,"NDWI-Water","Non-rice"
0.453514314,"NDWI-Water","Non-rice"
0.454177482,"NDWI-Water","Non-rice"
0.458722825,"NDWI-Water","Non-rice"
0.366575754,"NDWI-Water","Non-rice"
0.399043877,"NDWI-Water","Non-rice"
0.378507637,"NDWI-Water","Non-rice"
0.43026016,"NDWI-Water","Non-rice"
0.412151772,"NDWI-Water","Non-rice"
0.410691022,"NDWI-Water","Non-rice"
0.410808457,"NDWI-Water","Non-rice"
0.408943005,"NDWI-Water","Non-rice"
0.441157778,"NDWI-Water","Non-rice"
0.441159887,"NDWI-Water","Non-rice"
0.441472744,"NDWI-Water","Non-rice"
0.462261673,"NDWI-Water","Non-rice"
0.467178678,"NDWI-Water","Non-rice"
0.455043702,"NDWI-Water","Non-rice"
0.459533726,"NDWI-Water","Non-rice"
0.477542839,"NDWI-Water","Non-rice"
0.495962275,"NDWI-Water","Non-rice"
0.49660069,"NDWI-Water","Non-rice"
0.514573307,"NDWI-Water","Non-rice"
0.504176437,"NDWI-Water","Non-rice"
0.505445923,"NDWI-Water","Non-rice"
0.510991482,"NDWI-Water","Non-rice"
0.499554221,"NDWI-Water","Non-rice"
0.499554941,"NDWI-Water","Non-rice"
0.3360168,"NDWI-Water","Non-rice"
0.354458329,"NDWI-Water","Non-rice"
0.327174284,"NDWI-Water","Non-rice"
0.151543315,"NDWI-Water","Non-rice"
-0.102290457,"NDWI-Water","Non-rice"
0.172744803,"NDWI-Water","Non-rice"
0.305583404,"NDWI-Water","Non-rice"
0.384802514,"NDWI-Water","Non-rice"
0.431411688,"NDWI-Water","Non-rice"
0.416474728,"NDWI-Water","Non-rice"
0.456465043,"NDWI-Water","Non-rice"
0.458495329,"NDWI-Water","Non-rice"
0.476968631,"NDWI-Water","Non-rice"
0.449380934,"NDWI-Water","Non-rice"
0.465917944,"NDWI-Water","Non-rice"
0.535107786,"NDWI-Water","Non-rice"
0.423561734,"NDWI-Water","Non-rice"
0.406789535,"NDWI-Water","Non-rice"
0.410136715,"NDWI-Water","Non-rice"
0.421333065,"NDWI-Water","Non-rice"
0.445130802,"NDWI-Water","Non-rice"
0.445131574,"NDWI-Water","Non-rice"
0.455690814,"NDWI-Water","Non-rice"
0.45836899,"NDWI-Water","Non-rice"
0.461155867,"NDWI-Water","Non-rice"
0.467106664,"NDWI-Water","Non-rice"
0.469838615,"NDWI-Water","Non-rice"
0.492757231,"NDWI-Water","Non-rice"
0.522871641,"NDWI-Water","Non-rice"
0.51926978,"NDWI-Water","Non-rice"
0.520237179,"NDWI-Water","Non-rice"
0.529835022,"NDWI-Water","Non-rice"
0.533187445,"NDWI-Water","Non-rice"
0.531654171,"NDWI-Water","Non-rice"
0.463736713,"NDWI-Water","Non-rice"
0.463738129,"NDWI-Water","Non-rice"
0.165908891,"NDWI-Water","Non-rice"
0.165727024,"NDWI-Water","Non-rice"
0.104576875,"NDWI-Water","Non-rice"
0.040455961,"NDWI-Water","Non-rice"
0.23602313,"NDWI-Water","Non-rice"
0.195842122,"NDWI-Water","Non-rice"
0.276234759,"NDWI-Water","Non-rice"
0.312498746,"NDWI-Water","Non-rice"
0.352740726,"NDWI-Water","Non-rice"
0.436911504,"NDWI-Water","Non-rice"
0.485422449,"NDWI-Water","Non-rice"
0.493896287,"NDWI-Water","Non-rice"
0.496867695,"NDWI-Water","Non-rice"
0.469834089,"NDWI-Water","Non-rice"
0.456869854,"NDWI-Water","Non-rice"
0.553734173,"NDWI-Water","Non-rice"
0.566315615,"NDWI-Water","Non-rice"
0.408534128,"NDWI-Water","Non-rice"
0.416686676,"NDWI-Water","Non-rice"
0.417062365,"NDWI-Water","Non-rice"
0.596553993,"NDWI-Water","Non-rice"
0.596555286,"NDWI-Water","Non-rice"
0.454029335,"NDWI-Water","Non-rice"
0.468026026,"NDWI-Water","Non-rice"
0.472745149,"NDWI-Water","Non-rice"
0.471365498,"NDWI-Water","Non-rice"
0.470179657,"NDWI-Water","Non-rice"
0.486474265,"NDWI-Water","Non-rice"
0.520299537,"NDWI-Water","Non-rice"
0.534385207,"NDWI-Water","Non-rice"
0.534069838,"NDWI-Water","Non-rice"
0.546594941,"NDWI-Water","Non-rice"
0.563883904,"NDWI-Water","Non-rice"
0.552667198,"NDWI-Water","Non-rice"
0.479742637,"NDWI-Water","Non-rice"
0.479744026,"NDWI-Water","Non-rice"
-0.033638679,"NDWI-Water","Non-rice"
-0.068877165,"NDWI-Water","Non-rice"
-0.076059108,"NDWI-Water","Non-rice"
-0.183792339,"NDWI-Water","Non-rice"
-0.09150916,"NDWI-Water","Non-rice"
-0.003682296,"NDWI-Water","Non-rice"
0.234551089,"NDWI-Water","Non-rice"
0.273820107,"NDWI-Water","Non-rice"
0.295239607,"NDWI-Water","Non-rice"
0.418527264,"NDWI-Water","Non-rice"
0.49880833,"NDWI-Water","Non-rice"
0.504785793,"NDWI-Water","Non-rice"
0.521263479,"NDWI-Water","Non-rice"
0.499773095,"NDWI-Water","Non-rice"
0.561374418,"NDWI-Water","Non-rice"
0.590221148,"NDWI-Water","Non-rice"
0.567928092,"NDWI-Water","Non-rice"
0.39507979,"NDWI-Water","Non-rice"
0.409457757,"NDWI-Water","Non-rice"
0.421374354,"NDWI-Water","Non-rice"
0.584480826,"NDWI-Water","Non-rice"
0.58448215,"NDWI-Water","Non-rice"
0.471710239,"NDWI-Water","Non-rice"
0.474833798,"NDWI-Water","Non-rice"
0.478437209,"NDWI-Water","Non-rice"
0.488301716,"NDWI-Water","Non-rice"
0.465052195,"NDWI-Water","Non-rice"
0.465837033,"NDWI-Water","Non-rice"
0.475772453,"NDWI-Water","Non-rice"
0.515652776,"NDWI-Water","Non-rice"
0.540552484,"NDWI-Water","Non-rice"
0.560365173,"NDWI-Water","Non-rice"
0.550274642,"NDWI-Water","Non-rice"
0.538782123,"NDWI-Water","Non-rice"
0.567016537,"NDWI-Water","Non-rice"
0.567017188,"NDWI-Water","Non-rice"
-0.094104411,"NDWI-Water","Non-rice"
-0.06215809,"NDWI-Water","Non-rice"
-0.094282611,"NDWI-Water","Non-rice"
-0.159148976,"NDWI-Water","Non-rice"
-0.183649008,"NDWI-Water","Non-rice"
-0.151300763,"NDWI-Water","Non-rice"
0.224418305,"NDWI-Water","Non-rice"
0.290069407,"NDWI-Water","Non-rice"
0.263351266,"NDWI-Water","Non-rice"
0.444532033,"NDWI-Water","Non-rice"
0.500742808,"NDWI-Water","Non-rice"
0.5256217,"NDWI-Water","Non-rice"
0.533871196,"NDWI-Water","Non-rice"
0.624558841,"NDWI-Water","Non-rice"
0.633314835,"NDWI-Water","Non-rice"
0.628885878,"NDWI-Water","Non-rice"
0.58892087,"NDWI-Water","Non-rice"
0.454750605,"NDWI-Water","Non-rice"
0.441735588,"NDWI-Water","Non-rice"
0.44398073,"NDWI-Water","Non-rice"
0.572163403,"NDWI-Water","Non-rice"
0.564486301,"NDWI-Water","Non-rice"
0.584904976,"NDWI-Water","Non-rice"
0.589640208,"NDWI-Water","Non-rice"
0.575943693,"NDWI-Water","Non-rice"
0.479228142,"NDWI-Water","Non-rice"
0.468514879,"NDWI-Water","Non-rice"
0.467044502,"NDWI-Water","Non-rice"
0.47473261,"NDWI-Water","Non-rice"
0.487398142,"NDWI-Water","Non-rice"
0.489595915,"NDWI-Water","Non-rice"
0.484305196,"NDWI-Water","Non-rice"
0.487138995,"NDWI-Water","Non-rice"
0.536172743,"NDWI-Water","Non-rice"
0.587342121,"NDWI-Water","Non-rice"
0.587343362,"NDWI-Water","Non-rice"
-0.206466414,"NDWI-Water","Non-rice"
-0.20394177,"NDWI-Water","Non-rice"
-0.163544903,"NDWI-Water","Non-rice"
-0.17275758,"NDWI-Water","Non-rice"
-0.17452949,"NDWI-Water","Non-rice"
-0.087768077,"NDWI-Water","Non-rice"
0.241834155,"NDWI-Water","Non-rice"
0.282305333,"NDWI-Water","Non-rice"
0.368587361,"NDWI-Water","Non-rice"
0.485846143,"NDWI-Water","Non-rice"
0.526431815,"NDWI-Water","Non-rice"
0.535670627,"NDWI-Water","Non-rice"
0.623446693,"NDWI-Water","Non-rice"
0.633344924,"NDWI-Water","Non-rice"
0.621659121,"NDWI-Water","Non-rice"
0.60917701,"NDWI-Water","Non-rice"
0.591496603,"NDWI-Water","Non-rice"
0.564044426,"NDWI-Water","Non-rice"
0.562946308,"NDWI-Water","Non-rice"
0.542559531,"NDWI-Water","Non-rice"
0.618261964,"NDWI-Water","Non-rice"
0.576652975,"NDWI-Water","Non-rice"
0.592056562,"NDWI-Water","Non-rice"
0.586694364,"NDWI-Water","Non-rice"
0.582419799,"NDWI-Water","Non-rice"
0.473525307,"NDWI-Water","Non-rice"
0.483312728,"NDWI-Water","Non-rice"
0.491237001,"NDWI-Water","Non-rice"
0.494960319,"NDWI-Water","Non-rice"
0.493548449,"NDWI-Water","Non-rice"
0.491510108,"NDWI-Water","Non-rice"
0.488359869,"NDWI-Water","Non-rice"
0.546603747,"NDWI-Water","Non-rice"
0.580682304,"NDWI-Water","Non-rice"
0.574623895,"NDWI-Water","Non-rice"
0.565203575,"NDWI-Water","Non-rice"
-0.276586237,"NDWI-Water","Non-rice"
-0.263002958,"NDWI-Water","Non-rice"
-0.221583661,"NDWI-Water","Non-rice"
-0.143490414,"NDWI-Water","Non-rice"
-0.132173496,"NDWI-Water","Non-rice"
0.052430547,"NDWI-Water","Non-rice"
0.280099512,"NDWI-Water","Non-rice"
0.337305742,"NDWI-Water","Non-rice"
0.390344587,"NDWI-Water","Non-rice"
0.497764537,"NDWI-Water","Non-rice"
0.520027168,"NDWI-Water","Non-rice"
0.617409878,"NDWI-Water","Non-rice"
0.625978817,"NDWI-Water","Non-rice"
0.616687682,"NDWI-Water","Non-rice"
0.594713901,"NDWI-Water","Non-rice"
0.57555803,"NDWI-Water","Non-rice"
0.584156006,"NDWI-Water","Non-rice"
0.577205535,"NDWI-Water","Non-rice"
0.649161006,"NDWI-Water","Non-rice"
0.607303715,"NDWI-Water","Non-rice"
0.616209949,"NDWI-Water","Non-rice"
0.557796229,"NDWI-Water","Non-rice"
0.573825385,"NDWI-Water","Non-rice"
0.569664476,"NDWI-Water","Non-rice"
0.586440729,"NDWI-Water","Non-rice"
0.476375173,"NDWI-Water","Non-rice"
0.473203517,"NDWI-Water","Non-rice"
0.494179251,"NDWI-Water","Non-rice"
0.503281011,"NDWI-Water","Non-rice"
0.496459457,"NDWI-Water","Non-rice"
0.487792834,"NDWI-Water","Non-rice"
0.52373449,"NDWI-Water","Non-rice"
0.564715653,"NDWI-Water","Non-rice"
0.566152751,"NDWI-Water","Non-rice"
0.542040814,"NDWI-Water","Non-rice"
0.532945934,"NDWI-Water","Non-rice"
-0.238797606,"NDWI-Water","Non-rice"
-0.209752623,"NDWI-Water","Non-rice"
-0.204370699,"NDWI-Water","Non-rice"
-0.103937113,"NDWI-Water","Non-rice"
0.066864804,"NDWI-Water","Non-rice"
0.253475132,"NDWI-Water","Non-rice"
0.380034344,"NDWI-Water","Non-rice"
0.322018418,"NDWI-Water","Non-rice"
0.421063271,"NDWI-Water","Non-rice"
0.518247498,"NDWI-Water","Non-rice"
0.600974158,"NDWI-Water","Non-rice"
0.602376226,"NDWI-Water","Non-rice"
0.578529352,"NDWI-Water","Non-rice"
0.571456039,"NDWI-Water","Non-rice"
0.574483434,"NDWI-Water","Non-rice"
0.574053035,"NDWI-Water","Non-rice"
0.579452961,"NDWI-Water","Non-rice"
0.584306633,"NDWI-Water","Non-rice"
0.665008963,"NDWI-Water","Non-rice"
0.619759675,"NDWI-Water","Non-rice"
0.618728805,"NDWI-Water","Non-rice"
0.555112055,"NDWI-Water","Non-rice"
0.55663856,"NDWI-Water","Non-rice"
0.560227091,"NDWI-Water","Non-rice"
0.577993634,"NDWI-Water","Non-rice"
0.490203599,"NDWI-Water","Non-rice"
0.48291096,"NDWI-Water","Non-rice"
0.495625873,"NDWI-Water","Non-rice"
0.497460363,"NDWI-Water","Non-rice"
0.496767825,"NDWI-Water","Non-rice"
0.486989669,"NDWI-Water","Non-rice"
0.506628624,"NDWI-Water","Non-rice"
0.545275692,"NDWI-Water","Non-rice"
0.527401614,"NDWI-Water","Non-rice"
0.536076958,"NDWI-Water","Non-rice"
0.439489594,"NDWI-Water","Non-rice"
-0.083376946,"NDWI-Water","Non-rice"
-0.049938412,"NDWI-Water","Non-rice"
0.093306919,"NDWI-Water","Non-rice"
0.270873589,"NDWI-Water","Non-rice"
0.355084847,"NDWI-Water","Non-rice"
0.386758191,"NDWI-Water","Non-rice"
0.421447353,"NDWI-Water","Non-rice"
0.466466188,"NDWI-Water","Non-rice"
0.576649976,"NDWI-Water","Non-rice"
0.588526046,"NDWI-Water","Non-rice"
0.575918957,"NDWI-Water","Non-rice"
0.540568682,"NDWI-Water","Non-rice"
0.5307593,"NDWI-Water","Non-rice"
0.558657031,"NDWI-Water","Non-rice"
0.576549278,"NDWI-Water","Non-rice"
0.588940023,"NDWI-Water","Non-rice"
0.681073383,"NDWI-Water","Non-rice"
0.690057775,"NDWI-Water","Non-rice"
0.701022616,"NDWI-Water","Non-rice"
0.65717409,"NDWI-Water","Non-rice"
0.617467182,"NDWI-Water","Non-rice"
0.57313895,"NDWI-Water","Non-rice"
0.54443986,"NDWI-Water","Non-rice"
0.556973389,"NDWI-Water","Non-rice"
0.467046903,"NDWI-Water","Non-rice"
0.496947695,"NDWI-Water","Non-rice"
0.490790757,"NDWI-Water","Non-rice"
0.492161722,"NDWI-Water","Non-rice"
0.501545436,"NDWI-Water","Non-rice"
0.488290656,"NDWI-Water","Non-rice"
0.486028522,"NDWI-Water","Non-rice"
0.499128264,"NDWI-Water","Non-rice"
0.471497773,"NDWI-Water","Non-rice"
0.45007395,"NDWI-Water","Non-rice"
0.273978856,"NDWI-Water","Non-rice"
-0.185497569,"NDWI-Water","Non-rice"
-0.156046503,"NDWI-Water","Non-rice"
0.263687017,"NDWI-Water","Non-rice"
0.197730003,"NDWI-Water","Non-rice"
0.287265426,"NDWI-Water","Non-rice"
0.383126196,"NDWI-Water","Non-rice"
0.585404057,"NDWI-Water","Non-rice"
0.582348606,"NDWI-Water","Non-rice"
0.567133995,"NDWI-Water","Non-rice"
0.573391311,"NDWI-Water","Non-rice"
0.569837557,"NDWI-Water","Non-rice"
0.536135367,"NDWI-Water","Non-rice"
0.5322856,"NDWI-Water","Non-rice"
0.5472266,"NDWI-Water","Non-rice"
0.546681621,"NDWI-Water","Non-rice"
0.615301051,"NDWI-Water","Non-rice"
0.644847002,"NDWI-Water","Non-rice"
0.687812743,"NDWI-Water","Non-rice"
0.654463451,"NDWI-Water","Non-rice"
0.622199211,"NDWI-Water","Non-rice"
0.617029355,"NDWI-Water","Non-rice"
0.587962977,"NDWI-Water","Non-rice"
0.569708863,"NDWI-Water","Non-rice"
0.501427299,"NDWI-Water","Non-rice"
0.467883857,"NDWI-Water","Non-rice"
0.494848399,"NDWI-Water","Non-rice"
0.493712684,"NDWI-Water","Non-rice"
0.497822914,"NDWI-Water","Non-rice"
0.513897789,"NDWI-Water","Non-rice"
0.494880851,"NDWI-Water","Non-rice"
0.481743301,"NDWI-Water","Non-rice"
0.471967188,"NDWI-Water","Non-rice"
0.461500071,"NDWI-Water","Non-rice"
0.130699628,"NDWI-Water","Non-rice"
-0.277574414,"NDWI-Water","Non-rice"
-0.049836596,"NDWI-Water","Non-rice"
0.099399417,"NDWI-Water","Non-rice"
0.337473206,"NDWI-Water","Non-rice"
0.444416377,"NDWI-Water","Non-rice"
0.529985228,"NDWI-Water","Non-rice"
0.553428667,"NDWI-Water","Non-rice"
0.609650233,"NDWI-Water","Non-rice"
0.609651175,"NDWI-Water","Non-rice"
0.560283618,"NDWI-Water","Non-rice"
0.565788859,"NDWI-Water","Non-rice"
0.568830481,"NDWI-Water","Non-rice"
0.551220731,"NDWI-Water","Non-rice"
0.548721247,"NDWI-Water","Non-rice"
0.547354942,"NDWI-Water","Non-rice"
0.540530517,"NDWI-Water","Non-rice"
0.603165461,"NDWI-Water","Non-rice"
0.651781132,"NDWI-Water","Non-rice"
0.642469889,"NDWI-Water","Non-rice"
0.620484949,"NDWI-Water","Non-rice"
0.619539007,"NDWI-Water","Non-rice"
0.600828823,"NDWI-Water","Non-rice"
0.603857286,"NDWI-Water","Non-rice"
0.5781335,"NDWI-Water","Non-rice"
0.495019481,"NDWI-Water","Non-rice"
0.448030719,"NDWI-Water","Non-rice"
0.503405292,"NDWI-Water","Non-rice"
0.514093918,"NDWI-Water","Non-rice"
0.511427551,"NDWI-Water","Non-rice"
0.507005136,"NDWI-Water","Non-rice"
0.478448691,"NDWI-Water","Non-rice"
0.465474139,"NDWI-Water","Non-rice"
0.425249752,"NDWI-Water","Non-rice"
-0.021598494,"NDWI-Water","Non-rice"
-0.29678639,"NDWI-Water","Non-rice"
-0.302354376,"NDWI-Water","Non-rice"
0.272985863,"NDWI-Water","Non-rice"
0.332177324,"NDWI-Water","Non-rice"
0.635242712,"NDWI-Water","Non-rice"
0.564290208,"NDWI-Water","Non-rice"
0.571413514,"NDWI-Water","Non-rice"
0.566782748,"NDWI-Water","Non-rice"
0.616469215,"NDWI-Water","Non-rice"
0.616470144,"NDWI-Water","Non-rice"
0.545981882,"NDWI-Water","Non-rice"
0.534525049,"NDWI-Water","Non-rice"
0.547258776,"NDWI-Water","Non-rice"
0.577035978,"NDWI-Water","Non-rice"
0.587096597,"NDWI-Water","Non-rice"
0.586426425,"NDWI-Water","Non-rice"
0.539219769,"NDWI-Water","Non-rice"
0.61150696,"NDWI-Water","Non-rice"
0.616304513,"NDWI-Water","Non-rice"
0.61054547,"NDWI-Water","Non-rice"
0.615533577,"NDWI-Water","Non-rice"
0.600391924,"NDWI-Water","Non-rice"
0.564824935,"NDWI-Water","Non-rice"
0.582564147,"NDWI-Water","Non-rice"
0.588456923,"NDWI-Water","Non-rice"
0.574426683,"NDWI-Water","Non-rice"
0.511556893,"NDWI-Water","Non-rice"
0.507609639,"NDWI-Water","Non-rice"
0.512700562,"NDWI-Water","Non-rice"
0.513037973,"NDWI-Water","Non-rice"
0.467501743,"NDWI-Water","Non-rice"
0.442876894,"NDWI-Water","Non-rice"
0.262008572,"NDWI-Water","Non-rice"
-0.116479554,"NDWI-Water","Non-rice"
-0.343998416,"NDWI-Water","Non-rice"
-0.3581298,"NDWI-Water","Non-rice"
-0.358537438,"NDWI-Water","Non-rice"
0.430147644,"NDWI-Water","Non-rice"
0.365585679,"NDWI-Water","Non-rice"
0.39980225,"NDWI-Water","Non-rice"
0.45344295,"NDWI-Water","Non-rice"
0.481670542,"NDWI-Water","Non-rice"
0.559843116,"NDWI-Water","Non-rice"
0.569947642,"NDWI-Water","Non-rice"
0.569948653,"NDWI-Water","Non-rice"
0.60845805,"NDWI-Water","Non-rice"
0.593367963,"NDWI-Water","Non-rice"
0.601793027,"NDWI-Water","Non-rice"
0.616146033,"NDWI-Water","Non-rice"
0.608536719,"NDWI-Water","Non-rice"
0.598795803,"NDWI-Water","Non-rice"
0.608644017,"NDWI-Water","Non-rice"
0.588763245,"NDWI-Water","Non-rice"
0.624925608,"NDWI-Water","Non-rice"
0.6173635,"NDWI-Water","Non-rice"
0.611033024,"NDWI-Water","Non-rice"
0.608050523,"NDWI-Water","Non-rice"
0.602417768,"NDWI-Water","Non-rice"
0.541904768,"NDWI-Water","Non-rice"
0.60239957,"NDWI-Water","Non-rice"
0.590785298,"NDWI-Water","Non-rice"
0.518057901,"NDWI-Water","Non-rice"
0.505334759,"NDWI-Water","Non-rice"
0.460340827,"NDWI-Water","Non-rice"
0.436361217,"NDWI-Water","Non-rice"
0.441899491,"NDWI-Water","Non-rice"
0.177099991,"NDWI-Water","Non-rice"
-0.266664966,"NDWI-Water","Non-rice"
-0.276271157,"NDWI-Water","Non-rice"
-0.333656591,"NDWI-Water","Non-rice"
-0.360282674,"NDWI-Water","Non-rice"
-0.354287768,"NDWI-Water","Non-rice"
-0.363060962,"NDWI-Water","Non-rice"
0.582382321,"NDWI-Water","Non-rice"
0.56924248,"NDWI-Water","Non-rice"
0.570363346,"NDWI-Water","Non-rice"
0.599707702,"NDWI-Water","Non-rice"
0.457731086,"NDWI-Water","Non-rice"
0.464662269,"NDWI-Water","Non-rice"
0.49637155,"NDWI-Water","Non-rice"
0.496372332,"NDWI-Water","Non-rice"
0.579842748,"NDWI-Water","Non-rice"
0.570285395,"NDWI-Water","Non-rice"
0.568368567,"NDWI-Water","Non-rice"
0.576117914,"NDWI-Water","Non-rice"
0.577386513,"NDWI-Water","Non-rice"
0.588936887,"NDWI-Water","Non-rice"
0.5823913,"NDWI-Water","Non-rice"
0.55633828,"NDWI-Water","Non-rice"
0.594291789,"NDWI-Water","Non-rice"
0.6199551,"NDWI-Water","Non-rice"
0.615599554,"NDWI-Water","Non-rice"
0.595461422,"NDWI-Water","Non-rice"
0.38080014,"NDWI-Water","Non-rice"
0.38080178,"NDWI-Water","Non-rice"
0.601340307,"NDWI-Water","Non-rice"
0.578517052,"NDWI-Water","Non-rice"
0.467413801,"NDWI-Water","Non-rice"
0.451907492,"NDWI-Water","Non-rice"
0.34237113,"NDWI-Water","Non-rice"
0.423862387,"NDWI-Water","Non-rice"
0.063623443,"NDWI-Water","Non-rice"
-0.299233295,"NDWI-Water","Non-rice"
-0.405548901,"NDWI-Water","Non-rice"
-0.397177622,"NDWI-Water","Non-rice"
-0.351102214,"NDWI-Water","Non-rice"
-0.359606935,"NDWI-Water","Non-rice"
-0.35787242,"NDWI-Water","Non-rice"
-0.354584036,"NDWI-Water","Non-rice"
0.569789838,"NDWI-Water","Non-rice"
0.573932645,"NDWI-Water","Non-rice"
0.592449056,"NDWI-Water","Non-rice"
0.62347436,"NDWI-Water","Non-rice"
0.491308346,"NDWI-Water","Non-rice"
0.492010765,"NDWI-Water","Non-rice"
0.51005123,"NDWI-Water","Non-rice"
0.510051859,"NDWI-Water","Non-rice"
0.598975815,"NDWI-Water","Non-rice"
0.562856521,"NDWI-Water","Non-rice"
0.568669481,"NDWI-Water","Non-rice"
0.582599995,"NDWI-Water","Non-rice"
0.590072145,"NDWI-Water","Non-rice"
0.577301121,"NDWI-Water","Non-rice"
0.567476846,"NDWI-Water","Non-rice"
0.557385574,"NDWI-Water","Non-rice"
0.54891855,"NDWI-Water","Non-rice"
0.577782569,"NDWI-Water","Non-rice"
0.577191766,"NDWI-Water","Non-rice"
0.574307751,"NDWI-Water","Non-rice"
0.484472492,"NDWI-Water","Non-rice"
0.484474032,"NDWI-Water","Non-rice"
0.516977522,"NDWI-Water","Non-rice"
0.528862803,"NDWI-Water","Non-rice"
0.453632945,"NDWI-Water","Non-rice"
0.416143812,"NDWI-Water","Non-rice"
0.31253202,"NDWI-Water","Non-rice"
-0.116039836,"NDWI-Water","Non-rice"
-0.317849157,"NDWI-Water","Non-rice"
-0.399569705,"NDWI-Water","Non-rice"
-0.423352156,"NDWI-Water","Non-rice"
-0.409410217,"NDWI-Water","Non-rice"
-0.361795102,"NDWI-Water","Non-rice"
-0.364130124,"NDWI-Water","Non-rice"
-0.335614686,"NDWI-Water","Non-rice"
-0.330257053,"NDWI-Water","Non-rice"
0.598815158,"NDWI-Water","Non-rice"
0.597248207,"NDWI-Water","Non-rice"
0.599703781,"NDWI-Water","Non-rice"
0.61557281,"NDWI-Water","Non-rice"
0.514167521,"NDWI-Water","Non-rice"
0.490553858,"NDWI-Water","Non-rice"
0.532665578,"NDWI-Water","Non-rice"
0.532666321,"NDWI-Water","Non-rice"
0.616076284,"NDWI-Water","Non-rice"
0.616479272,"NDWI-Water","Non-rice"
0.574290048,"NDWI-Water","Non-rice"
0.543202364,"NDWI-Water","Non-rice"
0.574658571,"NDWI-Water","Non-rice"
0.575184138,"NDWI-Water","Non-rice"
0.555947043,"NDWI-Water","Non-rice"
0.550836355,"NDWI-Water","Non-rice"
0.54519731,"NDWI-Water","Non-rice"
0.562341204,"NDWI-Water","Non-rice"
0.547523262,"NDWI-Water","Non-rice"
0.559183819,"NDWI-Water","Non-rice"
0.53721412,"NDWI-Water","Non-rice"
0.537215372,"NDWI-Water","Non-rice"
0.52793774,"NDWI-Water","Non-rice"
0.51144079,"NDWI-Water","Non-rice"
0.315183316,"NDWI-Water","Non-rice"
-0.00958597,"NDWI-Water","Non-rice"
-0.235380377,"NDWI-Water","Non-rice"
-0.373482024,"NDWI-Water","Non-rice"
-0.410214578,"NDWI-Water","Non-rice"
-0.429369721,"NDWI-Water","Non-rice"
-0.419812897,"NDWI-Water","Non-rice"
-0.409935642,"NDWI-Water","Non-rice"
-0.348067413,"NDWI-Water","Non-rice"
-0.354080461,"NDWI-Water","Non-rice"
-0.326367683,"NDWI-Water","Non-rice"
-0.307026753,"NDWI-Water","Non-rice"
0.626997739,"NDWI-Water","Non-rice"
0.61839227,"NDWI-Water","Non-rice"
0.634349576,"NDWI-Water","Non-rice"
0.530750194,"NDWI-Water","Non-rice"
0.542636224,"NDWI-Water","Non-rice"
0.542053406,"NDWI-Water","Non-rice"
0.542054139,"NDWI-Water","Non-rice"
0.594427257,"NDWI-Water","Non-rice"
0.570444444,"NDWI-Water","Non-rice"
0.485901555,"NDWI-Water","Non-rice"
0.4952736,"NDWI-Water","Non-rice"
0.558069639,"NDWI-Water","Non-rice"
0.467607949,"NDWI-Water","Non-rice"
0.447270593,"NDWI-Water","Non-rice"
0.510143065,"NDWI-Water","Non-rice"
0.535975355,"NDWI-Water","Non-rice"
